Username,Tweet,Hashtags,clean_tweet,polarity,subjectivity,sentiment
Google for Developers reposted,"We are live, tune in now  https:// jM …  The Google Wallet API empowers you to create and share digital gift cards, providing a convenient and personalized way to show appreciation to your family, friends, colleagues and more.  Join our livestream with",,live tune google wallet api empowers create share digital gift cards providing convenient personalized way show appreciation family friends colleagues join livestream,0.0681818181818181,0.25,Positive
Outdoor Channel,"Charles Summerville is stranded waiting for a crucial boat part, while his crew do the spadework at his remote build site. On Kodiak Island Nick Blanco takes drastic measures to save his fishing lodges from collapse. On Umnak, engineer Donovan Judd proves his bush engineer",,charles summerville stranded waiting crucial boat part crew spadework remote build site kodiak island nick blanco takes drastic measures save fishing lodges collapse umnak engineer donovan judd proves bush engineer,0.0666666666666666,0.3999999999999999,Positive
Outdoor Channel,"River Klass is in the Rough Rider State for some horse-mounted shooting action.

Ranch America  /  ALL NEW TONIGHT AT 8:30 PM ET.  #FindYourAdventure #outdoors #ranch #america #cattleranch #horse #rancher","#FindYourAdventure, #outdoors, #ranch, #america, #cattleranch, #horse, #rancher",river klass rough rider state horsemounted shooting action ranch america new tonight findyouradventure outdoors ranch america cattleranch horse rancher,0.0454545454545454,0.3181818181818182,Positive
Google Cloud Tech,"Gemini and Vertex AI in action: Learn how to analyze a large amount of video content efficiently.

In this demo, dive into two use cases of extracting business-critical insights from video using Gemini’s multimodality, its 2M token context window, and controlled generation ↓",,gemini vertex action learn analyze large amount video content efficiently demo dive two use cases extracting businesscritical insights video using geminis multimodality token context window controlled generation,0.1571428571428571,0.2642857142857143,Positive
Outdoor Channel reposted,MEGA GIANT in the green field!   Who else has been waiting for views like this?!,,mega giant green field else waiting views like,-0.1,0.65,Negative
Google for Developers,Join the “Unlocking Global Communication with Gemma” competition on  @kaggle   →  https://,,join unlocking global communication gemma competition,0.0,0.0,Neutral
Google for Developers,"The competition was launched alongside the release of a Japanese variant of Gemma 2 2B and training lessons for tuning Gemma to your own language, to inspire developers to build Gemma models for many languages.",,competition launched alongside release japanese variant gemma training lessons tuning gemma language inspire developers build gemma models many languages,0.25,0.25,Positive
Google for Developers,"Read the full blog to explore competition details, prizes, and other exciting updates from  #GemmaDeveloperDay  in Tokyo.",#GemmaDeveloperDay,read full blog explore competition details prizes exciting updates gemmadeveloperday tokyo,0.3249999999999999,0.675,Positive
Outdoor Channel,"Tyler Farr hunts his property in TN for a buck he's chased all season.

Buck Commander  /  ALL NEW SUNDAY AT 10:30 PM ET.  #FindYourAdventure #outdoors #buckcommander #deer #deerseason #whitetail","#FindYourAdventure, #outdoors, #buckcommander, #deer, #deerseason, #whitetail",tyler farr hunts property buck hes chased season buck commander new sunday findyouradventure outdoors buckcommander deer deerseason whitetail,0.1363636363636363,0.4545454545454545,Positive
Outdoor Channel,"No other magnified optic has been used in combat more than  @Trijicon , Inc.'s legendary ACOG.

American Made  /  ALL NEW FRIDAY AT 8 PM ET.  #FindYourAdventure #American #made #trijicon #optics #combat","#FindYourAdventure, #American, #made, #trijicon, #optics, #combat",magnified optic used combat incs legendary acog american made new friday findyouradventure american made trijicon optics combat,0.284090909090909,0.3636363636363636,Positive
Google for Developers reposted,"Today at Project IDX we're pushing our agentic chat experience to early access

- Read specific files as context
- Create or update files with option to review the diff
- Run terminal commands in the current shell

Sign up and send me your feedback https:// rly-access …",,today project idx pushing agentic chat experience early access read specific files context create update files option review diff run terminal commands current shell sign send feedback rlyaccess,0.0333333333333333,0.2749999999999999,Positive
Outdoor Channel,"The September  http://  Top Selling Report highlights the lasting legacy of John Moses Browning's Auto-5 shotgun. Over 125 years since its creation, the iconic A5 still holds the No. 2 spot in the used semi-auto shotgun market.

Here is a look at what else topped",,september top selling report highlights lasting legacy john moses brownings auto shotgun years since creation iconic still holds spot used semiauto shotgun market look else topped,0.3333333333333333,0.3333333333333333,Positive
Google Cloud Tech,"Elevate your customer experience with personalized conversational AI! 

Join us on October 9 to learn how to go beyond generic chatbots and create virtual agents that reflect your brand’s voice and adapt to user needs, powered by Google AI →  https://",,elevate customer experience personalized conversational join october learn beyond generic chatbots create virtual agents reflect brands voice adapt user needs powered google,0.0,0.0,Neutral
Google,"At our  #GeminiAtWork  event, companies ranging from healthcare providers to retailers shared how  @GoogleCloud ’s AI is reshaping their businesses. Learn more →  https://",#GeminiAtWork,geminiatwork event companies ranging healthcare providers retailers shared reshaping businesses learn,0.0,0.0,Neutral
Google reposted,"As part of our  #GeminiAtWork  event today, we’re showcasing nearly 50 new customer stories, underscoring how impactful generative AI can be when you put it to work at scale, including the below.",#GeminiAtWork,part geminiatwork event today showcasing nearly new customer stories underscoring impactful generative put work scale including,0.1363636363636363,0.4545454545454545,Positive
Google for Developers," We’re announcing the release of updated Gemini models!

Gemini-1.5-Pro-002 & Gemini-1.5-Flash-002 are free to access on Google AI Studio & Gemini API, & provide reduced 1.5 Pro pricing, increased rate limits, & more for developers.

Get details →  https://",,announcing release updated gemini models geminipro geminiflash free access google studio gemini api provide reduced pro pricing increased rate limits developers get details,0.4,0.8,Positive
Google Cloud Tech reposted,"Exclusive: Google just released two upgraded Gemini 1.5 models, 1.5-Pro-002 and 1.5-Flash-002 — achieving new, state-of-the-art performance across math.

I sat down with Logan Kilpatrick ( @OfficialLoganK ) to discuss the models, AI agents, AGI, and more.

Timestamps: 00:00 00:00  Intro",,exclusive google released two upgraded gemini models pro flash achieving new stateoftheart performance across math sat logan kilpatrick discuss models agents agi timestamps intro,0.1363636363636363,0.4545454545454545,Positive
Google for Developers reposted,"Livestream  #GeminiAtWork  right now! 

Tune in to join Google Cloud CEO  @ThomasOrTK , industry leaders, and inspiring customers and discover how AI is reshaping businesses across the globe ↓  https:// OwxWNvamBmJQ …",#GeminiAtWork,livestream geminiatwork right tune join google cloud ceo industry leaders inspiring customers discover reshaping businesses across globe owxwnvambmjq,0.3928571428571428,0.7678571428571428,Positive
Google reposted,"Livestream  #GeminiAtWork  right now! 

Tune in to join Google Cloud CEO  @ThomasOrTK , industry leaders, and inspiring customers and discover how AI is reshaping businesses across the globe ↓  https:// OwxWNvamBmJQ …",#GeminiAtWork,livestream geminiatwork right tune join google cloud ceo industry leaders inspiring customers discover reshaping businesses across globe owxwnvambmjq,0.3928571428571428,0.7678571428571428,Positive
Google reposted,"Today, we’re announcing that the Gemini app will be available to  #GoogleWorkspace  customers with Business, Enterprise, and Frontline plans. Keep your organization's data secure and compliant – all while delivering higher quality work with gen AI. →  https://",#GoogleWorkspace,today announcing gemini app available googleworkspace customers business enterprise frontline plans keep organizations data secure compliant delivering higher quality work gen,0.35,0.5,Positive
Google reposted,"Check out how customers around the world are putting gen AI to work.

Bring this blog to your next  #generativeAI  brainstorm ↓  #GeminiAtWork","#generativeAI, #GeminiAtWork",check customers around world putting gen work bring blog next generativeai brainstorm geminiatwork,0.0,0.0,Neutral
Google Cloud Tech,"Tomorrow:  #GeminiAtWork  at 9am PT!

Join the global digital event to learn from leading customers, view AI breakthroughs, and stay ahead of the curve. Check out the full agenda, here →  https://",#GeminiAtWork,tomorrow geminiatwork join global digital event learn leading customers view breakthroughs stay ahead curve check full agenda,0.1166666666666666,0.1833333333333333,Positive
Outdoor Channel,Kentucky hunter Steve McMichael tagged this great buck on a hunt with his son in stand. Full story via  @NAWhitetail :  https:// #FindYourAdventure #outdoors #Kentucky #deer #deerseason #whitetail,"#FindYourAdventure, #outdoors, #Kentucky, #deer, #deerseason, #whitetail",kentucky hunter steve mcmichael tagged great buck hunt son stand full story via findyouradventure outdoors kentucky deer deerseason whitetail,0.575,0.65,Positive
